,Education,Family,Income,Personal Loan,Mortgage,Age,Securities Account,CreditCard
1519,3,3,22,0,90,63,0,0
1520,1,1,120,0,119,54,0,1
1521,1,2,175,0,102,33,0,0
1522,3,4,101,0,256,25,0,1
1523,3,1,104,0,0,41,0,0
1524,3,4,155,1,0,40,0,1
1525,1,1,58,0,0,43,0,0
1526,2,4,80,0,0,36,0,0
1527,3,1,45,0,195,57,0,0
1528,1,1,134,0,164,34,1,0
1529,3,4,58,0,153,38,1,0
1530,1,1,20,0,0,47,0,1
1531,3,4,25,0,0,39,0,0
1532,1,1,55,0,0,45,0,1
1533,1,1,155,0,0,62,0,0
1534,1,1,30,0,0,59,0,1
1535,1,4,39,0,0,61,0,1
1536,3,4,73,0,188,36,0,0
1537,1,4,41,0,0,58,0,0
1538,3,4,34,0,157,55,0,0
1539,3,3,21,0,119,29,0,0
1540,1,4,11,0,0,34,1,1
1541,1,2,154,0,0,61,0,0
1542,3,4,19,0,0,50,0,0
1543,2,2,101,0,0,52,0,0
1544,1,1,24,0,116,39,0,1
1545,1,2,131,0,0,55,1,0
1546,1,1,105,0,0,33,0,0
1547,2,1,52,0,194,47,0,0
1548,2,4,21,0,113,57,1,0
1549,1,3,45,0,198,57,0,0
1550,1,1,39,0,0,40,0,0
1551,1,2,192,0,238,50,0,1
1552,1,1,195,0,0,29,0,0
1553,1,3,83,0,0,46,0,0
1554,2,3,34,0,0,42,1,0
1555,2,4,49,0,104,59,0,0
1556,3,4,60,0,244,31,0,0
1557,1,4,41,0,0,51,0,0
1558,1,3,72,0,285,35,0,0
1559,2,4,102,1,115,59,0,0
1560,1,3,31,0,0,35,0,0
1561,2,1,73,0,128,46,0,0
1562,1,1,89,0,0,34,0,0
1563,3,4,19,0,121,55,1,1
1564,2,4,63,0,0,64,0,0
1565,3,3,104,0,0,34,0,0
1566,2,1,40,0,128,61,0,0
1567,3,2,92,0,0,63,0,0
1568,2,2,72,0,226,59,0,0
1569,2,3,44,0,141,51,0,0
1570,1,4,114,1,0,41,0,1
1571,1,4,73,0,0,37,0,0
1572,2,4,63,0,0,64,1,1
1573,3,1,69,0,184,44,0,1
1574,1,3,42,0,0,62,0,0
1575,1,1,88,0,0,50,0,0
1576,1,2,98,0,0,43,0,0
1577,1,1,65,1,227,34,0,0
1578,2,2,12,0,104,38,1,0
1579,1,4,122,1,0,29,0,1
1580,3,2,12,0,0,39,0,0
1581,1,2,24,0,0,53,0,1
1582,1,4,170,1,318,43,0,1
1583,2,4,184,1,342,61,0,1
1584,3,4,25,0,125,46,0,0
1585,1,2,131,0,0,57,0,0
1586,3,2,50,0,0,59,0,1
1587,1,2,21,0,0,52,1,0
1588,2,3,55,0,0,29,0,0
1589,2,1,124,1,0,57,0,0
1590,1,4,58,0,188,49,0,0
1591,1,2,72,0,0,39,0,0
1592,3,1,192,1,0,56,0,0
1593,2,3,83,0,0,63,0,0
1594,1,1,93,0,0,37,1,0
1595,3,3,38,0,110,56,1,0
1596,3,4,55,0,164,45,1,0
1597,3,3,11,0,0,66,1,1
1598,1,2,85,0,0,40,1,0
1599,1,1,124,0,266,50,0,0
1600,1,2,129,0,0,60,0,0
1601,1,1,180,0,0,31,0,0
1602,2,4,74,0,0,40,0,0
1603,3,1,138,1,86,36,0,0
1604,3,2,111,1,0,55,0,1
1605,1,3,83,0,0,54,0,0
1606,1,4,33,0,87,35,0,0
1607,3,4,21,0,0,55,0,0
1608,1,2,35,0,98,36,0,0
1609,3,1,105,0,0,66,1,1
1610,2,1,103,0,0,38,0,1
1611,3,2,75,0,0,58,0,0
1612,1,1,33,0,104,41,0,0
1613,2,4,52,0,0,60,1,0
1614,2,1,89,0,0,47,1,1
1615,3,1,63,0,0,62,0,0
1616,2,4,84,1,0,48,1,0
1617,1,4,44,0,0,61,0,0
1618,1,3,29,0,0,29,0,1
1619,3,1,29,0,0,45,0,0
1620,2,2,22,0,0,39,0,0
1621,1,4,53,0,114,31,0,0
1622,2,2,24,0,0,39,0,0
1623,1,1,153,0,455,63,0,0
1624,2,2,31,0,0,28,1,0
1625,2,2,21,0,0,56,0,0
1626,1,2,180,0,0,31,0,0
1627,2,3,82,0,0,46,0,1
1628,1,4,90,0,245,42,1,0
1629,3,4,154,1,0,53,0,0
1630,2,2,99,0,0,41,0,1
1631,2,1,153,1,0,61,1,1
1632,2,2,93,1,0,31,0,0
1633,2,1,53,0,0,62,0,0
1634,2,3,18,0,104,59,0,1
1635,1,1,70,0,0,49,0,0
1636,3,4,100,0,0,65,0,1
1637,3,3,193,1,0,30,0,0
1638,1,1,125,0,0,32,0,1
1639,3,2,68,0,0,56,1,0
1640,1,1,55,0,95,36,0,0
1641,3,4,152,1,0,58,0,0
1642,1,3,84,0,0,27,0,1
1643,3,2,13,0,0,41,0,0
1644,1,4,33,0,131,59,0,1
1645,2,4,89,0,90,56,1,0
1646,1,1,93,0,0,52,0,0
1647,3,4,68,0,0,35,0,0
1648,2,2,85,0,0,47,0,1
1649,2,1,73,0,0,29,0,0
1650,2,4,83,0,106,31,0,0
1651,3,2,158,1,0,62,0,0
1652,3,4,182,1,0,48,0,0
1653,3,2,24,0,123,26,0,1
1654,1,2,102,0,0,60,0,1
1655,1,3,53,0,0,35,0,0
1656,1,2,175,0,0,40,0,0
1657,1,3,28,0,0,31,0,0
1658,1,4,14,0,0,50,0,0
1659,3,1,139,1,106,33,0,1
1660,1,3,34,0,0,37,0,0
1661,3,1,64,0,0,38,0,1
1662,2,4,84,0,0,63,0,0
1663,2,3,42,0,0,57,1,0
1664,1,1,63,0,0,61,0,0
1665,3,3,100,0,341,37,0,1
1666,2,2,190,1,0,51,0,0
1667,1,1,22,0,91,44,0,0
1668,2,1,20,0,0,63,1,1
1669,2,2,21,0,0,43,0,1
1670,2,4,25,0,101,38,0,0
1671,3,4,20,0,0,34,0,0
1672,1,3,173,1,0,48,0,1
1673,1,2,81,0,0,29,0,1
1674,2,2,139,1,421,37,0,0
1675,1,2,119,0,0,60,1,0
1676,3,4,74,0,104,46,0,0
1677,2,1,42,0,131,34,0,0
1678,1,2,73,0,0,56,0,0
1679,1,4,114,1,0,57,1,0
1680,3,2,44,0,0,62,0,0
1681,1,2,141,0,0,32,0,0
1682,1,2,14,0,103,51,0,0
1683,3,2,33,0,0,55,0,0
1684,1,2,83,0,249,60,0,0
1685,1,4,89,0,155,40,0,0
1686,1,4,39,0,0,62,1,0
1687,3,3,83,0,0,63,0,1
1688,1,2,108,0,359,60,0,0
1689,2,3,21,0,0,59,0,1
1690,1,1,102,0,0,26,0,0
1691,3,1,48,0,0,56,0,1
1692,1,3,32,0,0,58,0,0
1693,1,1,43,0,0,57,0,0
1694,2,4,35,0,118,48,0,0
1695,1,1,184,0,0,30,0,0
1696,1,2,140,0,132,45,0,0
1697,2,3,32,0,0,64,0,1
1698,1,1,149,0,0,44,0,0
1699,3,4,15,0,0,51,0,1
1700,2,3,71,0,0,43,0,0
1701,2,4,108,0,0,29,0,0
1702,1,2,122,0,0,56,0,1
1703,3,3,40,0,0,65,0,0
1704,1,2,198,0,0,46,0,1
1705,2,4,79,0,0,48,1,1
1706,3,1,84,0,0,56,0,0
1707,2,3,31,0,0,61,0,1
1708,3,4,12,0,0,46,0,1
1709,1,2,88,0,0,58,0,1
1710,2,2,29,0,131,31,0,1
1711,1,1,201,0,158,27,0,0
1712,3,1,20,0,0,44,0,0
1713,1,1,15,0,0,44,0,0
1714,1,2,155,0,107,51,0,1
1715,2,3,25,0,0,39,0,0
1716,1,2,200,0,565,32,0,0
1717,2,1,101,0,233,33,0,0
1718,2,4,19,0,0,40,0,1
1719,1,2,188,0,0,36,0,1
1720,1,1,8,0,0,52,0,0
1721,3,2,59,0,152,54,0,0
1722,1,4,72,0,0,26,1,0
1723,3,1,55,0,0,39,0,0
1724,2,3,24,0,0,46,0,0
1725,1,1,19,0,0,57,0,0
1726,3,2,71,0,150,59,0,1
1727,2,2,54,0,0,52,0,1
1728,3,1,28,0,0,52,0,0
1729,3,4,25,0,0,50,0,0
1730,3,2,51,0,0,41,0,1
1731,1,3,125,1,0,43,0,0
1732,2,2,88,0,319,25,0,1
1733,1,2,125,0,0,40,0,0
1734,3,4,79,0,182,35,0,0
1735,2,3,31,0,0,60,0,1
1736,1,2,131,0,394,57,0,1
1737,2,1,70,0,230,44,1,0
1738,3,3,38,0,82,61,0,1
1739,1,1,83,0,0,33,1,1
1740,1,1,59,0,0,45,1,0
1741,1,1,121,0,0,45,0,0
1742,3,2,42,0,137,64,0,0
1743,1,4,32,0,109,50,0,0
1744,1,4,29,0,135,28,0,0
1745,2,2,40,0,0,37,1,1
1746,3,3,25,0,0,62,0,1
1747,2,4,21,0,89,29,0,1
1748,2,3,79,0,151,49,0,0
1749,3,2,52,0,221,46,0,0
1750,2,4,61,0,229,60,0,0
1751,1,2,25,0,0,55,0,0
1752,3,1,155,1,0,33,0,0
1753,1,2,25,0,0,53,0,0
1754,1,4,80,0,0,50,0,0
1755,2,4,55,0,0,28,0,1
1756,3,2,23,0,0,42,0,0
1757,1,1,60,0,0,33,0,1
1758,1,2,54,0,0,40,0,0
1759,1,4,44,0,0,31,0,0
1760,2,4,33,0,0,41,0,0
1761,2,2,45,0,121,52,0,1
1762,3,4,55,0,89,65,0,1
1763,1,1,134,0,0,48,0,1
1764,2,3,44,0,0,45,0,0
1765,1,2,149,0,154,26,0,0
1766,3,2,22,0,0,64,1,0
1767,2,3,74,0,0,41,0,0
1768,1,4,128,1,84,43,0,0
1769,1,4,62,0,0,60,0,0
1770,1,1,9,0,94,62,0,0
1771,3,2,9,0,0,46,0,0
1772,2,2,15,0,119,36,0,0
1773,1,4,28,0,0,31,0,0
1774,3,3,83,0,0,43,0,1
1775,3,1,73,0,117,46,0,0
1776,2,4,42,0,151,50,0,0
1777,2,2,34,0,114,52,0,1
1778,2,3,32,0,0,27,0,0
1779,1,1,68,0,0,34,0,0
1780,1,1,82,0,267,49,0,0
1781,2,2,19,0,0,52,0,1
1782,1,2,60,0,181,37,0,1
1783,1,1,192,0,601,53,0,0
1784,1,3,119,1,0,54,1,0
1785,1,2,190,0,0,29,0,0
1786,2,1,34,0,0,35,0,0
1787,1,4,44,0,0,32,1,1
1788,3,4,23,0,0,38,0,0
1789,1,4,171,1,567,44,0,1
1790,3,1,43,0,0,44,1,1
1791,1,1,139,0,0,48,0,1
1792,1,1,118,0,0,46,0,1
1793,3,3,113,1,0,35,0,0
1794,3,3,98,1,0,56,0,0
1795,1,1,70,0,0,49,0,1
1796,3,2,42,0,0,57,0,0
1797,1,1,143,0,0,35,0,1
1798,1,3,185,1,0,44,0,0
1799,2,4,28,0,100,38,0,0
1800,1,3,45,0,181,57,1,1
1801,2,1,78,0,0,35,0,0
1802,1,2,121,0,0,29,0,0
1803,1,1,59,0,0,58,0,0
1804,1,4,64,0,0,40,1,0
1805,1,2,15,0,114,51,0,0
1806,1,1,10,0,0,61,0,0
1807,3,2,61,0,0,46,0,0
1808,1,4,50,0,0,55,0,0
1809,3,4,79,0,0,35,1,0
1810,1,1,35,0,0,60,0,0
1811,3,4,11,0,0,28,0,0
1812,1,1,128,0,0,43,0,0
1813,3,3,55,0,0,61,0,1
1814,2,3,79,0,0,48,0,0
1815,1,2,18,0,0,65,1,1
1816,2,2,91,0,0,45,1,0
1817,3,4,9,0,0,36,0,1
1818,3,2,62,0,0,45,0,0
1819,1,1,59,0,231,60,0,0
1820,1,1,25,0,148,47,0,0
1821,1,4,54,0,0,32,1,0
1822,2,1,112,1,86,48,1,0
1823,1,1,125,0,0,33,0,1
1824,2,4,194,1,0,49,0,1
1825,3,1,161,1,0,56,1,0
1826,1,1,35,0,171,59,0,0
1827,1,2,113,0,352,56,0,1
1828,2,2,25,0,0,30,0,0
1829,3,3,45,0,0,59,0,0
1830,1,2,119,0,221,38,0,0
1831,2,4,30,0,115,47,0,1
1832,2,4,79,0,0,54,1,0
1833,3,1,178,1,0,34,0,0
1834,2,2,23,0,118,41,0,0
1835,1,2,171,0,284,47,0,1
1836,3,4,74,0,0,44,0,0
1837,1,3,103,0,180,43,0,1
1838,1,1,99,0,0,31,0,0
1839,3,4,43,0,0,28,0,1
1840,3,4,23,0,88,55,0,0
1841,2,1,91,0,199,42,0,1
1842,2,1,93,0,256,53,0,0
1843,1,1,154,0,0,30,0,0
1844,3,3,21,0,0,65,0,1
1845,3,2,65,0,0,43,0,0
1846,2,1,15,0,0,56,0,0
1847,3,3,52,0,159,25,0,0
1848,1,3,30,0,0,35,1,1
1849,2,1,42,0,0,50,0,0
1850,1,4,20,0,97,36,0,0
1851,2,4,60,0,0,34,0,1
1852,3,4,54,0,167,32,0,0
1853,1,4,60,0,97,51,0,0
1854,2,3,41,0,0,52,0,0
1855,2,3,30,0,0,65,0,1
1856,2,2,21,0,0,51,0,0
1857,2,1,105,0,0,37,0,1
1858,1,3,65,0,240,35,0,0
1859,1,2,20,0,80,67,0,0
1860,1,3,179,1,142,30,0,0
1861,1,1,161,0,0,62,1,1
1862,3,1,82,0,0,42,0,0
1863,2,1,43,0,112,48,0,0
1864,1,2,61,0,0,61,0,0
1865,3,4,90,0,0,36,1,0
1866,2,1,90,0,334,48,0,0
1867,1,2,21,0,0,65,0,0
1868,1,1,118,0,0,25,0,1
1869,2,2,44,0,0,55,0,0
1870,3,1,110,1,0,63,0,0
1871,2,4,99,0,268,31,0,0
1872,1,3,98,0,0,43,0,0
1873,2,3,69,0,80,28,0,0
1874,2,3,82,0,218,37,0,1
1875,1,3,112,0,389,27,1,0
1876,1,1,123,0,0,62,0,0
1877,2,1,78,0,0,51,0,0
1878,1,3,59,0,159,56,1,0
1879,2,3,78,0,0,56,0,0
1880,3,4,49,0,89,44,0,0
1881,2,3,82,0,0,46,0,0
1882,1,3,125,1,342,56,0,1
1883,1,1,185,0,0,56,0,0
1884,1,1,163,0,0,57,0,0
1885,3,4,19,0,104,31,0,1
1886,2,4,115,0,0,65,0,0
1887,2,2,81,0,0,31,0,1
1888,3,1,93,0,0,36,0,0
1889,1,4,111,1,372,56,1,0
1890,1,1,184,0,0,52,0,0
1891,2,4,50,0,0,42,0,0
1892,1,3,55,0,0,55,0,1
1893,3,1,13,0,101,49,1,0
1894,1,4,29,0,0,51,0,1
1895,1,4,72,0,0,26,0,0
1896,2,1,83,0,0,32,1,1
1897,3,1,98,0,0,54,0,0
1898,1,4,43,0,0,50,0,0
1899,1,1,34,0,0,59,0,0
1900,2,4,10,0,0,61,0,0
1901,1,2,201,0,0,43,1,0
1902,3,3,85,0,107,39,0,1
1903,3,3,50,0,0,56,0,0
1904,1,2,91,0,0,38,0,0
1905,1,2,112,0,241,25,0,0
1906,1,2,98,0,275,42,0,0
1907,1,1,115,0,0,42,0,0
1908,2,4,22,0,112,50,0,0
1909,2,3,101,0,0,56,0,1
1910,3,2,83,0,112,43,0,0
1911,2,3,52,0,0,60,0,0
1912,2,3,191,1,0,42,1,0
1913,1,4,134,1,198,57,0,0
1914,2,1,54,0,186,48,0,0
1915,1,3,69,0,0,37,1,0
1916,3,3,64,0,0,57,0,0
1917,3,4,53,0,142,62,0,0
1918,3,2,118,1,246,39,0,1
1919,2,2,19,0,120,38,0,1
1920,3,2,31,0,0,54,0,0
1921,3,1,63,0,245,45,0,1
1922,3,1,25,0,0,39,0,0
1923,1,1,22,0,0,45,0,0
1924,3,1,78,0,0,62,0,0
1925,1,1,81,0,218,43,0,0
1926,2,1,41,0,0,30,0,0
1927,1,3,62,0,0,35,0,0
1928,3,1,35,0,0,58,0,0
1929,3,1,30,0,0,44,0,0
1930,2,3,51,0,0,56,0,0
1931,1,2,140,0,0,28,0,0
1932,1,3,73,0,185,64,0,0
1933,2,4,40,0,0,63,0,0
1934,3,1,69,0,0,44,0,1
1935,3,1,191,1,0,34,0,1
1936,2,3,82,0,0,50,0,0
1937,3,1,181,1,589,51,1,0
1938,3,1,38,0,0,30,0,0
1939,1,2,23,0,0,55,0,0
1940,3,1,55,0,0,57,0,0
1941,1,2,58,0,0,43,0,0
1942,2,2,29,0,0,61,0,0
1943,1,4,39,0,0,49,0,0
1944,2,3,39,0,83,52,0,1
1945,1,3,30,0,151,57,1,0
1946,3,4,58,0,0,53,0,1
1947,3,1,62,0,231,52,0,0
1948,1,4,62,0,86,39,0,0
1949,3,1,19,0,0,58,0,0
1950,2,1,38,0,0,36,0,0
1951,3,4,84,0,0,45,0,1
1952,2,1,78,0,0,30,0,0
1953,1,4,22,0,83,49,0,0
1954,3,4,81,0,277,44,0,0
1955,2,3,32,0,0,43,0,0
1956,1,4,89,0,184,42,0,0
1957,1,2,121,0,0,29,0,0
1958,1,1,42,0,0,28,0,1
1959,1,1,130,0,0,50,0,0
1960,2,4,30,0,0,44,0,0
1961,1,1,114,0,0,52,0,0
1962,1,1,155,0,0,28,0,0
1963,1,2,50,0,0,62,0,1
1964,2,1,34,0,111,34,0,1
1965,3,3,94,0,0,45,0,0
1966,2,2,114,0,0,52,0,0
1967,3,3,89,0,108,43,0,1
1968,3,1,49,0,0,54,0,0
1969,1,1,115,0,0,64,0,1
1970,1,1,148,0,397,27,0,1
1971,2,4,72,0,203,42,0,1
1972,3,4,114,0,0,28,0,0
1973,1,2,11,0,78,47,0,0
1974,3,4,63,0,242,39,0,0
1975,1,2,113,0,0,29,0,1
1976,1,2,80,0,0,39,0,0
1977,3,3,54,0,0,41,0,1
1978,3,2,32,0,0,37,1,0
1979,1,1,11,0,0,41,0,0
1980,1,1,141,0,0,45,0,0
1981,2,3,84,0,0,52,0,0
1982,2,3,18,0,110,58,0,0
1983,1,2,20,0,0,31,0,0
1984,2,4,55,0,175,26,0,0
1985,2,4,31,0,79,31,0,0
1986,1,2,114,0,0,42,0,0
1987,2,3,52,0,0,56,1,1
1988,1,1,18,0,120,52,0,0
1989,3,1,55,0,0,59,1,0
1990,3,1,29,0,76,32,0,1
1991,1,3,30,0,0,46,0,0
1992,1,2,38,0,0,52,0,1
1993,1,2,122,0,0,30,0,0
1994,1,1,183,0,0,32,0,0
1995,2,1,41,0,0,35,0,0
1996,3,1,38,0,0,49,0,0
1997,3,1,61,0,0,54,0,0
1998,3,3,103,1,0,56,0,0
1999,2,2,80,0,0,48,0,0
2000,2,1,22,0,0,28,0,0
2001,2,2,128,1,0,44,0,1
2002,1,3,142,1,359,30,0,0
2003,1,1,124,0,0,44,0,1
2004,3,1,44,0,143,30,0,0
2005,2,2,170,1,0,47,0,1
2006,2,4,75,0,0,64,0,1
2007,2,3,78,0,0,48,0,1
2008,3,1,31,0,125,63,0,0
2009,1,1,99,0,323,25,0,0
2010,1,2,41,0,0,61,0,0
2011,2,4,39,0,0,46,0,0
2012,1,1,51,0,0,57,0,1
2013,3,3,52,0,113,40,0,0
2014,3,3,169,1,167,49,0,1
2015,1,1,141,0,0,30,0,0
2016,1,4,93,0,218,41,0,0
2017,2,3,14,0,0,42,1,0
2018,1,2,160,0,0,63,0,1
2019,1,1,44,0,0,43,1,0
2020,1,3,33,0,0,59,1,0
2021,3,4,103,1,0,46,0,0
2022,3,4,71,0,236,33,0,0
2023,1,1,55,0,151,55,0,0
2024,1,4,113,1,0,36,0,0
2025,2,3,79,0,185,47,1,0
2026,2,2,80,0,0,59,0,0
2027,1,2,179,0,380,38,0,0
2028,3,2,9,0,0,42,0,0
2029,2,4,61,0,0,30,0,0
2030,1,2,111,0,207,63,1,1
2031,1,3,80,0,0,60,0,0
2032,1,3,32,0,0,62,1,1
2033,1,1,83,0,0,49,0,1
2034,2,4,91,0,329,59,0,0
2035,1,4,29,0,0,36,0,1
2036,2,3,19,0,0,46,0,0
2037,2,2,52,0,0,35,0,1
2038,1,1,150,0,0,50,0,1
2039,3,2,32,0,0,51,0,0
2040,3,3,91,0,0,41,0,0
2041,2,3,180,1,535,45,0,0
2042,1,1,121,0,0,41,0,0
2043,3,2,25,0,0,57,0,1
2044,1,1,102,0,0,51,0,0
2045,2,4,44,0,107,52,0,0
2046,2,3,161,1,0,43,0,1
2047,2,3,134,1,0,63,0,1
2048,2,1,43,0,0,28,0,1
2049,2,4,94,0,0,43,0,0
2050,3,2,29,0,98,41,0,0
2051,1,4,38,0,0,34,0,0
2052,1,1,120,0,170,28,0,0
2053,1,2,85,0,161,58,1,1
2054,1,2,89,0,0,39,0,0
2055,3,1,25,0,0,49,0,0
2056,1,3,20,0,83,33,0,1
2057,1,2,125,0,0,37,0,1
2058,3,1,18,0,0,33,0,0
2059,1,2,173,0,222,28,0,0
2060,3,4,34,0,0,54,0,1
2061,2,4,159,1,111,63,0,0
2062,1,3,55,0,219,57,0,1
2063,3,2,32,0,0,56,0,0
2064,3,4,65,0,0,54,0,1
2065,1,3,83,0,0,29,0,1
2066,2,2,30,0,0,41,0,1
2067,1,1,180,0,0,58,0,1
2068,3,2,13,0,0,61,0,0
2069,1,4,35,0,0,30,0,1
2070,1,3,95,0,0,62,0,0
2071,1,1,83,0,0,52,0,0
2072,1,4,39,0,137,29,0,1
2073,3,1,54,0,154,46,0,1
2074,3,1,81,0,293,52,0,1
2075,3,4,53,0,0,40,0,0
2076,1,1,119,0,398,49,0,0
2077,3,4,160,1,0,34,0,1
2078,2,2,21,0,0,35,0,0
2079,3,1,40,0,0,26,0,0
2080,2,4,69,0,0,65,0,0
2081,2,1,45,0,0,52,0,0
2082,2,4,55,0,0,32,0,0
2083,3,1,38,0,0,31,0,0
2084,2,4,44,0,101,36,1,0
2085,2,3,45,0,117,50,0,0
2086,2,1,84,0,0,36,0,1
2087,2,2,188,1,343,51,0,0
2088,3,3,29,0,151,39,1,0
2089,2,1,95,0,0,53,0,0
2090,1,1,79,0,307,50,0,1
2091,2,1,41,0,0,31,1,0
2092,3,4,19,0,84,53,0,0
2093,3,4,75,0,0,48,0,1
2094,1,3,64,0,208,57,0,1
2095,3,4,174,1,0,47,0,0
2096,3,2,54,0,93,55,0,0
2097,2,3,14,0,113,37,0,0
2098,1,1,94,0,272,59,0,0
2099,1,2,10,0,0,53,0,0
2100,1,1,145,0,84,31,0,0
2101,3,1,203,1,0,35,0,0
2102,3,2,81,0,0,25,0,1
2103,1,2,153,0,0,37,0,1
2104,3,4,58,0,0,40,0,0
2105,3,4,49,0,0,31,0,1
2106,1,1,132,0,0,62,0,0
2107,3,4,85,0,229,41,0,0
2108,1,3,85,0,0,56,1,0
2109,3,1,178,1,0,47,0,0
2110,1,3,104,0,0,28,0,0
2111,1,1,40,0,0,60,0,0
2112,1,1,103,0,120,27,0,0
2113,1,2,25,0,0,57,0,0
2114,3,2,69,0,0,62,0,0
2115,1,3,30,0,0,57,0,0
2116,2,3,70,0,0,44,0,0
2117,3,3,15,0,0,31,0,0
2118,1,2,125,0,0,31,0,1
2119,3,3,50,0,0,39,0,0
2120,3,1,44,0,0,41,0,0
2121,2,4,38,0,180,41,0,1
2122,1,3,64,0,119,55,0,1
2123,2,1,9,0,0,28,0,0
2124,1,3,44,0,89,35,0,0
2125,1,4,93,0,101,44,0,0
2126,1,4,83,0,141,44,0,0
2127,1,2,179,0,0,40,0,0
2128,3,1,40,0,0,65,0,0
2129,3,4,58,0,232,35,0,0
2130,1,3,74,0,0,55,0,1
2131,1,1,15,0,0,55,0,0
2132,1,2,11,0,0,59,0,1
2133,2,1,41,0,176,39,0,0
2134,2,1,68,0,120,50,0,1
2135,3,1,28,0,0,45,1,0
2136,3,1,115,1,0,50,0,1
2137,2,4,83,0,247,65,0,0
2138,2,2,40,0,166,36,1,0
2139,3,1,113,0,0,57,0,0
2140,3,1,89,0,0,53,1,0
2141,1,4,38,0,0,28,0,0
2142,1,4,62,0,0,55,0,0
2143,1,3,65,0,109,56,0,0
2144,2,3,168,1,0,33,1,0
2145,1,3,40,0,0,57,0,1
2146,3,1,30,0,80,27,0,0
2147,1,4,20,0,0,27,0,0
2148,3,2,58,0,0,54,0,0
2149,1,1,150,0,193,48,0,0
2150,1,1,54,0,0,62,1,1
2151,2,2,19,0,105,41,0,0
2152,3,3,30,0,128,62,0,0
2153,1,1,123,0,0,40,0,0
2154,2,1,45,0,0,32,0,0
2155,1,1,154,0,0,62,0,0
2156,1,2,93,0,0,35,0,1
2157,1,4,71,0,78,25,1,0
2158,1,4,83,1,0,50,0,1
2159,3,1,99,1,255,61,0,1
2160,2,3,55,0,0,43,0,0
2161,2,4,38,0,95,52,0,1
2162,2,3,74,0,155,39,0,0
2163,3,4,69,0,0,33,0,0
2164,1,2,104,0,184,27,1,0
2165,3,4,38,0,154,27,0,0
2166,3,3,25,0,0,32,0,1
2167,1,1,162,0,0,65,0,0
2168,3,4,64,0,0,55,0,0
2169,2,2,30,0,0,52,0,1
2170,3,3,52,0,0,39,1,1
2171,3,1,42,0,0,35,0,0
2172,2,2,79,0,219,39,0,0
2173,1,1,34,0,164,34,0,0
2174,1,2,123,0,0,30,0,0
2175,1,2,160,0,0,37,0,0
2176,2,3,51,0,0,41,0,0
2177,1,1,108,0,0,31,0,0
2178,2,2,158,1,0,37,0,1
2179,2,1,68,0,0,49,0,0
2180,3,2,42,0,0,58,0,0
2181,3,1,32,0,105,45,0,0
2182,3,2,22,0,0,40,0,0
2183,3,2,29,0,0,34,0,1
2184,3,2,183,1,0,62,0,0
2185,3,1,69,0,0,54,0,1
2186,1,2,92,0,0,26,0,0
2187,3,2,40,0,0,54,0,0
2188,3,4,9,0,86,29,0,1
2189,1,1,128,0,0,48,0,1
2190,1,2,110,0,294,27,1,1
2191,1,2,171,0,0,42,0,0
2192,1,4,13,0,95,25,0,1
2193,3,2,25,0,102,45,0,0
2194,2,1,123,1,0,34,0,0
2195,1,4,33,0,83,51,0,0
2196,2,4,189,1,0,51,0,0
2197,3,1,34,0,0,60,0,0
2198,2,1,58,0,0,59,0,0
2199,2,1,51,0,98,49,0,1
2200,1,2,29,0,0,50,0,0
2201,1,2,111,0,0,41,0,0
2202,3,4,43,0,0,49,0,0
2203,1,1,130,0,311,50,0,0
2204,1,2,20,0,76,63,0,0
2205,1,2,101,0,0,63,0,0
2206,2,4,48,0,207,33,0,0
2207,3,1,180,1,158,38,0,0
2208,3,2,92,0,185,64,1,0
2209,1,3,33,0,0,36,0,0
2210,2,2,51,0,0,58,0,0
2211,2,2,31,0,94,39,0,1
2212,1,1,83,0,0,46,0,0
2213,1,1,45,0,0,61,0,0
2214,3,1,89,0,146,53,0,1
2215,2,3,193,1,0,28,0,0
2216,1,1,89,0,0,64,0,0
2217,2,4,162,1,446,48,0,0
2218,2,2,9,0,0,38,0,0
2219,3,4,58,0,223,52,0,0
2220,3,1,80,0,0,65,0,0
2221,3,2,73,0,0,59,0,1
2222,1,1,41,0,0,45,0,0
2223,2,3,74,0,0,53,1,0
2224,3,2,29,0,0,38,0,0
2225,3,4,25,0,115,54,0,0
2226,1,1,98,0,0,25,0,0
2227,2,4,59,0,0,61,0,1
2228,3,4,43,0,0,48,0,0
2229,2,4,72,0,149,46,0,1
2230,3,1,183,1,0,36,0,1
2231,1,1,134,0,146,46,1,0
2232,1,2,140,0,262,59,0,0
2233,3,1,39,0,0,59,0,0
2234,2,4,35,0,0,36,0,0
2235,1,2,141,0,0,63,0,1
2236,2,1,23,0,0,51,0,0
2237,1,1,134,0,0,30,0,1
2238,3,1,35,0,0,48,0,0
2239,1,4,42,0,0,55,1,0
2240,3,4,81,0,167,41,1,0
2241,1,4,14,0,94,26,0,0
2242,1,1,45,0,172,41,1,0
2243,2,3,79,0,150,54,0,1
2244,2,1,53,0,120,57,0,0
2245,2,2,33,0,0,54,0,1
2246,2,3,190,1,266,35,0,0
2247,3,1,60,0,103,60,0,0
2248,2,1,8,0,97,63,0,0
2249,2,3,38,0,150,41,0,0
2250,1,1,154,0,0,46,0,0
2251,2,4,54,0,0,31,0,0
2252,1,3,41,0,0,58,0,0
